time,deviceId,battery,connected,active,signalQuality,signalNoise,heartbeatStaleness,willFailSoon
242.10,4,0.0000,0,0,92.9794,7.0206,177.0000,0
242.10,5,68.5000,0,0,97.0714,2.9286,223.0000,0
242.10,6,0.0000,0,0,90.6346,9.3654,177.0000,0
242.10,7,0.0000,0,0,95.6429,4.3571,177.0000,0
242.10,8,98.5000,0,0,95.0000,5.0000,242.1000,0
242.10,9,0.0000,0,0,93.3314,6.6686,177.0000,0
243.10,0,0.0000,0,0,96.2625,3.7375,178.0000,0
243.10,1,37.0000,0,0,99.2181,0.7819,203.0000,0
243.10,2,0.0000,0,0,88.6991,11.3009,178.0000,0
243.10,3,80.5000,0,0,88.5062,11.4938,232.0000,0
243.10,4,0.0000,0,0,92.9794,7.0206,178.0000,0
243.10,5,68.5000,0,0,97.0714,2.9286,224.0000,0
243.10,6,0.0000,0,0,90.6346,9.3654,178.0000,0
243.10,7,0.0000,0,0,95.6429,4.3571,178.0000,0
243.10,8,98.5000,0,0,95.0000,5.0000,243.1000,0
243.10,9,0.0000,0,0,93.3314,6.6686,178.0000,0
244.10,0,0.0000,0,0,96.2625,3.7375,179.0000,0
244.10,1,37.0000,0,0,99.2181,0.7819,204.0000,0
244.10,2,0.0000,0,0,88.6991,11.3009,179.0000,0
244.10,3,80.5000,0,0,88.5062,11.4938,233.0000,0
244.10,4,0.0000,0,0,92.9794,7.0206,179.0000,0
244.10,5,68.5000,0,0,97.0714,2.9286,225.0000,0
244.10,6,0.0000,0,0,90.6346,9.3654,179.0000,0
244.10,7,0.0000,0,0,95.6429,4.3571,179.0000,0
244.10,8,98.5000,0,0,95.0000,5.0000,244.1000,0
244.10,9,0.0000,0,0,93.3314,6.6686,179.0000,0
245.10,0,0.0000,0,0,96.2625,3.7375,180.0000,0
245.10,1,37.0000,0,0,99.2181,0.7819,205.0000,0
245.10,2,0.0000,0,0,88.6991,11.3009,180.0000,0
245.10,3,80.5000,0,0,88.5062,11.4938,234.0000,0
245.10,4,0.0000,0,0,92.9794,7.0206,180.0000,0
245.10,5,68.5000,0,0,97.0714,2.9286,226.0000,0
245.10,6,0.0000,0,0,90.6346,9.3654,180.0000,0
245.10,7,0.0000,0,0,95.6429,4.3571,180.0000,0
245.10,8,98.5000,0,0,95.0000,5.0000,245.1000,0
245.10,9,0.0000,0,0,93.3314,6.6686,180.0000,0
246.10,0,0.0000,0,0,96.2625,3.7375,181.0000,0
246.10,1,37.0000,0,0,99.2181,0.7819,206.0000,0
246.10,2,0.0000,0,0,88.6991,11.3009,181.0000,0
246.10,3,80.5000,0,0,88.5062,11.4938,235.0000,0
246.10,4,0.0000,0,0,92.9794,7.0206,181.0000,0
246.10,5,68.5000,0,0,97.0714,2.9286,227.0000,0
246.10,6,0.0000,0,0,90.6346,9.3654,181.0000,0
246.10,7,0.0000,0,0,95.6429,4.3571,181.0000,0
246.10,8,98.5000,0,0,95.0000,5.0000,246.1000,0
246.10,9,0.0000,0,0,93.3314,6.6686,181.0000,0
247.10,0,0.0000,0,0,96.2625,3.7375,182.0000,0
247.10,1,37.0000,0,0,99.2181,0.7819,207.0000,0
247.10,2,0.0000,0,0,88.6991,11.3009,182.0000,0
247.10,3,80.5000,0,0,88.5062,11.4938,236.0000,0
247.10,4,0.0000,0,0,92.9794,7.0206,182.0000,0
247.10,5,68.5000,0,0,97.0714,2.9286,228.0000,0
247.10,6,0.0000,0,0,90.6346,9.3654,182.0000,0
247.10,7,0.0000,0,0,95.6429,4.3571,182.0000,0
247.10,8,98.5000,0,0,95.0000,5.0000,247.1000,0
247.10,9,0.0000,0,0,93.3314,6.6686,182.0000,0
248.10,0,0.0000,0,0,96.2625,3.7375,183.0000,0
248.10,1,37.0000,0,0,99.2181,0.7819,208.0000,0
248.10,2,0.0000,0,0,88.6991,11.3009,183.0000,0
248.10,3,80.5000,0,0,88.5062,11.4938,237.0000,0
248.10,4,0.0000,0,0,92.9794,7.0206,183.0000,0
248.10,5,68.5000,0,0,97.0714,2.9286,229.0000,0
248.10,6,0.0000,0,0,90.6346,9.3654,183.0000,0
248.10,7,0.0000,0,0,95.6429,4.3571,183.0000,0
248.10,8,98.5000,0,0,95.0000,5.0000,248.1000,0
248.10,9,0.0000,0,0,93.3314,6.6686,183.0000,0
249.10,0,0.0000,0,0,96.2625,3.7375,184.0000,0
249.10,1,37.0000,0,0,99.2181,0.7819,209.0000,0
249.10,2,0.0000,0,0,88.6991,11.3009,184.0000,0
249.10,3,80.5000,0,0,88.5062,11.4938,238.0000,0
249.10,4,0.0000,0,0,92.9794,7.0206,184.0000,0
249.10,5,68.5000,0,0,97.0714,2.9286,230.0000,0
249.10,6,0.0000,0,0,90.6346,9.3654,184.0000,0
249.10,7,0.0000,0,0,95.6429,4.3571,184.0000,0
249.10,8,98.5000,0,0,95.0000,5.0000,249.1000,0
249.10,9,0.0000,0,0,93.3314,6.6686,184.0000,0
250.10,0,0.0000,0,0,96.2625,3.7375,185.0000,0
250.10,1,37.0000,0,0,99.2181,0.7819,210.0000,0
250.10,2,0.0000,0,0,88.6991,11.3009,185.0000,0
250.10,3,80.5000,0,0,88.5062,11.4938,239.0000,0
250.10,4,0.0000,0,0,92.9794,7.0206,185.0000,0
250.10,5,68.5000,0,0,97.0714,2.9286,231.0000,0
250.10,6,0.0000,0,0,90.6346,9.3654,185.0000,0
250.10,7,0.0000,0,0,95.6429,4.3571,185.0000,0
250.10,8,98.5000,0,0,95.0000,5.0000,250.1000,0
250.10,9,0.0000,0,0,93.3314,6.6686,185.0000,0
251.10,0,0.0000,0,0,96.2625,3.7375,186.0000,0
251.10,1,37.0000,0,0,99.2181,0.7819,211.0000,0
251.10,2,0.0000,0,0,88.6991,11.3009,186.0000,0
251.10,3,80.5000,0,0,88.5062,11.4938,240.0000,0
251.10,4,0.0000,0,0,92.9794,7.0206,186.0000,0
251.10,5,68.5000,0,0,97.0714,2.9286,232.0000,0
251.10,6,0.0000,0,0,90.6346,9.3654,186.0000,0
251.10,7,0.0000,0,0,95.6429,4.3571,186.0000,0
251.10,8,98.5000,0,0,95.0000,5.0000,251.1000,0
251.10,9,0.0000,0,0,93.3314,6.6686,186.0000,0
252.10,0,0.0000,0,0,96.2625,3.7375,187.0000,0
252.10,1,37.0000,0,0,99.2181,0.7819,212.0000,0
252.10,2,0.0000,0,0,88.6991,11.3009,187.0000,0
252.10,3,80.5000,0,0,88.5062,11.4938,241.0000,0
252.10,4,0.0000,0,0,92.9794,7.0206,187.0000,0
252.10,5,68.5000,0,0,97.0714,2.9286,233.0000,0
252.10,6,0.0000,0,0,90.6346,9.3654,187.0000,0
252.10,7,0.0000,0,0,95.6429,4.3571,187.0000,0
252.10,8,98.5000,0,0,95.0000,5.0000,252.1000,0
252.10,9,0.0000,0,0,93.3314,6.6686,187.0000,0
253.10,0,0.0000,0,0,96.2625,3.7375,188.0000,0
253.10,1,37.0000,0,0,99.2181,0.7819,213.0000,0
253.10,2,0.0000,0,0,88.6991,11.3009,188.0000,0
253.10,3,80.5000,0,0,88.5062,11.4938,242.0000,0
253.10,4,0.0000,0,0,92.9794,7.0206,188.0000,0
253.10,5,68.5000,0,0,97.0714,2.9286,234.0000,0
253.10,6,0.0000,0,0,90.6346,9.3654,188.0000,0
253.10,7,0.0000,0,0,95.6429,4.3571,188.0000,0
253.10,8,98.5000,0,0,95.0000,5.0000,253.1000,0
253.10,9,0.0000,0,0,93.3314,6.6686,188.0000,0
254.10,0,0.0000,0,0,96.2625,3.7375,189.0000,0
254.10,1,37.0000,0,0,99.2181,0.7819,214.0000,0
254.10,2,0.0000,0,0,88.6991,11.3009,189.0000,0
254.10,3,80.5000,0,0,88.5062,11.4938,243.0000,0
254.10,4,0.0000,0,0,92.9794,7.0206,189.0000,0
254.10,5,68.5000,0,0,97.0714,2.9286,235.0000,0
254.10,6,0.0000,0,0,90.6346,9.3654,189.0000,0
254.10,7,0.0000,0,0,95.6429,4.3571,189.0000,0
254.10,8,98.5000,0,0,95.0000,5.0000,254.1000,0
254.10,9,0.0000,0,0,93.3314,6.6686,189.0000,0
255.10,0,0.0000,0,0,96.2625,3.7375,190.0000,0
255.10,1,37.0000,0,0,99.2181,0.7819,215.0000,0
255.10,2,0.0000,0,0,88.6991,11.3009,190.0000,0
255.10,3,80.5000,0,0,88.5062,11.4938,244.0000,0
255.10,4,0.0000,0,0,92.9794,7.0206,190.0000,0
255.10,5,68.5000,0,0,97.0714,2.9286,236.0000,0
255.10,6,0.0000,0,0,90.6346,9.3654,190.0000,0
255.10,7,0.0000,0,0,95.6429,4.3571,190.0000,0
255.10,8,98.5000,0,0,95.0000,5.0000,255.1000,0
255.10,9,0.0000,0,0,93.3314,6.6686,190.0000,0
256.10,0,0.0000,0,0,96.2625,3.7375,191.0000,0
256.10,1,37.0000,0,0,99.2181,0.7819,216.0000,0
256.10,2,0.0000,0,0,88.6991,11.3009,191.0000,0
256.10,3,80.5000,0,0,88.5062,11.4938,245.0000,0
256.10,4,0.0000,0,0,92.9794,7.0206,191.0000,0
256.10,5,68.5000,0,0,97.0714,2.9286,237.0000,0
256.10,6,0.0000,0,0,90.6346,9.3654,191.0000,0
256.10,7,0.0000,0,0,95.6429,4.3571,191.0000,0
256.10,8,98.5000,0,0,95.0000,5.0000,256.1000,0
256.10,9,0.0000,0,0,93.3314,6.6686,191.0000,0
257.10,0,0.0000,0,0,96.2625,3.7375,192.0000,0
257.10,1,37.0000,0,0,99.2181,0.7819,217.0000,0
257.10,2,0.0000,0,0,88.6991,11.3009,192.0000,0
257.10,3,80.5000,0,0,88.5062,11.4938,246.0000,0
257.10,4,0.0000,0,0,92.9794,7.0206,192.0000,0
257.10,5,68.5000,0,0,97.0714,2.9286,238.0000,0
257.10,6,0.0000,0,0,90.6346,9.3654,192.0000,0
257.10,7,0.0000,0,0,95.6429,4.3571,192.0000,0
257.10,8,98.5000,0,0,95.0000,5.0000,257.1000,0
257.10,9,0.0000,0,0,93.3314,6.6686,192.0000,0
258.10,0,0.0000,0,0,96.2625,3.7375,193.0000,0
258.10,1,37.0000,0,0,99.2181,0.7819,218.0000,0
258.10,2,0.0000,0,0,88.6991,11.3009,193.0000,0
258.10,3,80.5000,0,0,88.5062,11.4938,247.0000,0
258.10,4,0.0000,0,0,92.9794,7.0206,193.0000,0
258.10,5,68.5000,0,0,97.0714,2.9286,239.0000,0
258.10,6,0.0000,0,0,90.6346,9.3654,193.0000,0
258.10,7,0.0000,0,0,95.6429,4.3571,193.0000,0
258.10,8,98.5000,0,0,95.0000,5.0000,258.1000,0
258.10,9,0.0000,0,0,93.3314,6.6686,193.0000,0
259.10,0,0.0000,0,0,96.2625,3.7375,194.0000,0
259.10,1,37.0000,0,0,99.2181,0.7819,219.0000,0
259.10,2,0.0000,0,0,88.6991,11.3009,194.0000,0
259.10,3,80.5000,0,0,88.5062,11.4938,248.0000,0
259.10,4,0.0000,0,0,92.9794,7.0206,194.0000,0
259.10,5,68.5000,0,0,97.0714,2.9286,240.0000,0
259.10,6,0.0000,0,0,90.6346,9.3654,194.0000,0
259.10,7,0.0000,0,0,95.6429,4.3571,194.0000,0
259.10,8,98.5000,0,0,95.0000,5.0000,259.1000,0
259.10,9,0.0000,0,0,93.3314,6.6686,194.0000,0
260.10,0,0.0000,0,0,96.2625,3.7375,195.0000,0
260.10,1,37.0000,0,0,99.2181,0.7819,220.0000,0
260.10,2,0.0000,0,0,88.6991,11.3009,195.0000,0
260.10,3,80.5000,0,0,88.5062,11.4938,249.0000,0
260.10,4,0.0000,0,0,92.9794,7.0206,195.0000,0
260.10,5,68.5000,0,0,97.0714,2.9286,241.0000,0
260.10,6,0.0000,0,0,90.6346,9.3654,195.0000,0
260.10,7,0.0000,0,0,95.6429,4.3571,195.0000,0
260.10,8,98.5000,0,0,95.0000,5.0000,260.1000,0
260.10,9,0.0000,0,0,93.3314,6.6686,195.0000,0
261.10,0,0.0000,0,0,96.2625,3.7375,196.0000,0
261.10,1,37.0000,0,0,99.2181,0.7819,221.0000,0
261.10,2,0.0000,0,0,88.6991,11.3009,196.0000,0
261.10,3,80.5000,0,0,88.5062,11.4938,250.0000,0
261.10,4,0.0000,0,0,92.9794,7.0206,196.0000,0
261.10,5,68.5000,0,0,97.0714,2.9286,242.0000,0
261.10,6,0.0000,0,0,90.6346,9.3654,196.0000,0
261.10,7,0.0000,0,0,95.6429,4.3571,196.0000,0
261.10,8,98.5000,0,0,95.0000,5.0000,261.1000,0
261.10,9,0.0000,0,0,93.3314,6.6686,196.0000,0
262.10,0,0.0000,0,0,96.2625,3.7375,197.0000,0
262.10,1,37.0000,0,0,99.2181,0.7819,222.0000,0
262.10,2,0.0000,0,0,88.6991,11.3009,197.0000,0
262.10,3,80.5000,0,0,88.5062,11.4938,251.0000,0
262.10,4,0.0000,0,0,92.9794,7.0206,197.0000,0
262.10,5,68.5000,0,0,97.0714,2.9286,243.0000,0
262.10,6,0.0000,0,0,90.6346,9.3654,197.0000,0
262.10,7,0.0000,0,0,95.6429,4.3571,197.0000,0
262.10,8,98.5000,0,0,95.0000,5.0000,262.1000,0
262.10,9,0.0000,0,0,93.3314,6.6686,197.0000,0
263.10,0,0.0000,0,0,96.2625,3.7375,198.0000,0
263.10,1,37.0000,0,0,99.2181,0.7819,223.0000,0
263.10,2,0.0000,0,0,88.6991,11.3009,198.0000,0
263.10,3,80.5000,0,0,88.5062,11.4938,252.0000,0
263.10,4,0.0000,0,0,92.9794,7.0206,198.0000,0
263.10,5,68.5000,0,0,97.0714,2.9286,244.0000,0
263.10,6,0.0000,0,0,90.6346,9.3654,198.0000,0
263.10,7,0.0000,0,0,95.6429,4.3571,198.0000,0
263.10,8,98.5000,0,0,95.0000,5.0000,263.1000,0
263.10,9,0.0000,0,0,93.3314,6.6686,198.0000,0
264.10,0,0.0000,0,0,96.2625,3.7375,199.0000,0
264.10,1,37.0000,0,0,99.2181,0.7819,224.0000,0
264.10,2,0.0000,0,0,88.6991,11.3009,199.0000,0
264.10,3,80.5000,0,0,88.5062,11.4938,253.0000,0
264.10,4,0.0000,0,0,92.9794,7.0206,199.0000,0
264.10,5,68.5000,0,0,97.0714,2.9286,245.0000,0
264.10,6,0.0000,0,0,90.6346,9.3654,199.0000,0
264.10,7,0.0000,0,0,95.6429,4.3571,199.0000,0
264.10,8,98.5000,0,0,95.0000,5.0000,264.1000,0
264.10,9,0.0000,0,0,93.3314,6.6686,199.0000,0
265.10,0,0.0000,0,0,96.2625,3.7375,200.0000,0
265.10,1,37.0000,0,0,99.2181,0.7819,225.0000,0
265.10,2,0.0000,0,0,88.6991,11.3009,200.0000,0
265.10,3,80.5000,0,0,88.5062,11.4938,254.0000,0
265.10,4,0.0000,0,0,92.9794,7.0206,200.0000,0
265.10,5,68.5000,0,0,97.0714,2.9286,246.0000,0
265.10,6,0.0000,0,0,90.6346,9.3654,200.0000,0
265.10,7,0.0000,0,0,95.6429,4.3571,200.0000,0
265.10,8,98.5000,0,0,95.0000,5.0000,265.1000,0
265.10,9,0.0000,0,0,93.3314,6.6686,200.0000,0
266.10,0,0.0000,0,0,96.2625,3.7375,201.0000,0
266.10,1,37.0000,0,0,99.2181,0.7819,226.0000,0
266.10,2,0.0000,0,0,88.6991,11.3009,201.0000,0
266.10,3,80.5000,0,0,88.5062,11.4938,255.0000,0
266.10,4,0.0000,0,0,92.9794,7.0206,201.0000,0
266.10,5,68.5000,0,0,97.0714,2.9286,247.0000,0
266.10,6,0.0000,0,0,90.6346,9.3654,201.0000,0
266.10,7,0.0000,0,0,95.6429,4.3571,201.0000,0
266.10,8,98.5000,0,0,95.0000,5.0000,266.1000,0
266.10,9,0.0000,0,0,93.3314,6.6686,201.0000,0
267.10,0,0.0000,0,0,96.2625,3.7375,202.0000,0
267.10,1,37.0000,0,0,99.2181,0.7819,227.0000,0
267.10,2,0.0000,0,0,88.6991,11.3009,202.0000,0
267.10,3,80.5000,0,0,88.5062,11.4938,256.0000,0
267.10,4,0.0000,0,0,92.9794,7.0206,202.0000,0
267.10,5,68.5000,0,0,97.0714,2.9286,248.0000,0
267.10,6,0.0000,0,0,90.6346,9.3654,202.0000,0
267.10,7,0.0000,0,0,95.6429,4.3571,202.0000,0
267.10,8,98.5000,0,0,95.0000,5.0000,267.1000,0
267.10,9,0.0000,0,0,93.3314,6.6686,202.0000,0
268.10,0,0.0000,0,0,96.2625,3.7375,203.0000,0
268.10,1,37.0000,0,0,99.2181,0.7819,228.0000,0
268.10,2,0.0000,0,0,88.6991,11.3009,203.0000,0
268.10,3,80.5000,0,0,88.5062,11.4938,257.0000,0
268.10,4,0.0000,0,0,92.9794,7.0206,203.0000,0
268.10,5,68.5000,0,0,97.0714,2.9286,249.0000,0
268.10,6,0.0000,0,0,90.6346,9.3654,203.0000,0
268.10,7,0.0000,0,0,95.6429,4.3571,203.0000,0
268.10,8,98.5000,0,0,95.0000,5.0000,268.1000,0
268.10,9,0.0000,0,0,93.3314,6.6686,203.0000,0
269.10,0,0.0000,0,0,96.2625,3.7375,204.0000,0
269.10,1,37.0000,0,0,99.2181,0.7819,229.0000,0
269.10,2,0.0000,0,0,88.6991,11.3009,204.0000,0
269.10,3,80.5000,0,0,88.5062,11.4938,258.0000,0
269.10,4,0.0000,0,0,92.9794,7.0206,204.0000,0
269.10,5,68.5000,0,0,97.0714,2.9286,250.0000,0
269.10,6,0.0000,0,0,90.6346,9.3654,204.0000,0
269.10,7,0.0000,0,0,95.6429,4.3571,204.0000,0
269.10,8,98.5000,0,0,95.0000,5.0000,269.1000,0
269.10,9,0.0000,0,0,93.3314,6.6686,204.0000,0
270.10,0,0.0000,0,0,96.2625,3.7375,205.0000,0
270.10,1,37.0000,0,0,99.2181,0.7819,230.0000,0
270.10,2,0.0000,0,0,88.6991,11.3009,205.0000,0
270.10,3,80.5000,0,0,88.5062,11.4938,259.0000,0
270.10,4,0.0000,0,0,92.9794,7.0206,205.0000,0
270.10,5,68.5000,0,0,97.0714,2.9286,251.0000,0
270.10,6,0.0000,0,0,90.6346,9.3654,205.0000,0
270.10,7,0.0000,0,0,95.6429,4.3571,205.0000,0
270.10,8,98.5000,0,0,95.0000,5.0000,270.1000,0
270.10,9,0.0000,0,0,93.3314,6.6686,205.0000,0
271.10,0,0.0000,0,0,96.2625,3.7375,206.0000,0
271.10,1,37.0000,0,0,99.2181,0.7819,231.0000,0
271.10,2,0.0000,0,0,88.6991,11.3009,206.0000,0
271.10,3,80.5000,0,0,88.5062,11.4938,260.0000,0
271.10,4,0.0000,0,0,92.9794,7.0206,206.0000,0
271.10,5,68.5000,0,0,97.0714,2.9286,252.0000,0
271.10,6,0.0000,0,0,90.6346,9.3654,206.0000,0
271.10,7,0.0000,0,0,95.6429,4.3571,206.0000,0
271.10,8,98.5000,0,0,95.0000,5.0000,271.1000,0
271.10,9,0.0000,0,0,93.3314,6.6686,206.0000,0
272.10,0,0.0000,0,0,96.2625,3.7375,207.0000,0
272.10,1,37.0000,0,0,99.2181,0.7819,232.0000,0
272.10,2,0.0000,0,0,88.6991,11.3009,207.0000,0
272.10,3,80.5000,0,0,88.5062,11.4938,261.0000,0
272.10,4,0.0000,0,0,92.9794,7.0206,207.0000,0
272.10,5,68.5000,0,0,97.0714,2.9286,253.0000,0
272.10,6,0.0000,0,0,90.6346,9.3654,207.0000,0
272.10,7,0.0000,0,0,95.6429,4.3571,207.0000,0
272.10,8,98.5000,0,0,95.0000,5.0000,272.1000,0
272.10,9,0.0000,0,0,93.3314,6.6686,207.0000,0
273.10,0,0.0000,0,0,96.2625,3.7375,208.0000,0
273.10,1,37.0000,0,0,99.2181,0.7819,233.0000,0
273.10,2,0.0000,0,0,88.6991,11.3009,208.0000,0
273.10,3,80.5000,0,0,88.5062,11.4938,262.0000,0
273.10,4,0.0000,0,0,92.9794,7.0206,208.0000,0
273.10,5,68.5000,0,0,97.0714,2.9286,254.0000,0
273.10,6,0.0000,0,0,90.6346,9.3654,208.0000,0
273.10,7,0.0000,0,0,95.6429,4.3571,208.0000,0
273.10,8,98.5000,0,0,95.0000,5.0000,273.1000,0
273.10,9,0.0000,0,0,93.3314,6.6686,208.0000,0
274.10,0,0.0000,0,0,96.2625,3.7375,209.0000,0
274.10,1,37.0000,0,0,99.2181,0.7819,234.0000,0
274.10,2,0.0000,0,0,88.6991,11.3009,209.0000,0
274.10,3,80.5000,0,0,88.5062,11.4938,263.0000,0
274.10,4,0.0000,0,0,92.9794,7.0206,209.0000,0
274.10,5,68.5000,0,0,97.0714,2.9286,255.0000,0
274.10,6,0.0000,0,0,90.6346,9.3654,209.0000,0
274.10,7,0.0000,0,0,95.6429,4.3571,209.0000,0
274.10,8,98.5000,0,0,95.0000,5.0000,274.1000,0
274.10,9,0.0000,0,0,93.3314,6.6686,209.0000,0
275.10,0,0.0000,0,0,96.2625,3.7375,210.0000,0
275.10,1,37.0000,0,0,99.2181,0.7819,235.0000,0
275.10,2,0.0000,0,0,88.6991,11.3009,210.0000,0
275.10,3,80.5000,0,0,88.5062,11.4938,264.0000,0
275.10,4,0.0000,0,0,92.9794,7.0206,210.0000,0
275.10,5,68.5000,0,0,97.0714,2.9286,256.0000,0
275.10,6,0.0000,0,0,90.6346,9.3654,210.0000,0
275.10,7,0.0000,0,0,95.6429,4.3571,210.0000,0
275.10,8,98.5000,0,0,95.0000,5.0000,275.1000,0
275.10,9,0.0000,0,0,93.3314,6.6686,210.0000,0
276.10,0,0.0000,0,0,96.2625,3.7375,211.0000,0
276.10,1,37.0000,0,0,99.2181,0.7819,236.0000,0
276.10,2,0.0000,0,0,88.6991,11.3009,211.0000,0
276.10,3,80.5000,0,0,88.5062,11.4938,265.0000,0
276.10,4,0.0000,0,0,92.9794,7.0206,211.0000,0
276.10,5,68.5000,0,0,97.0714,2.9286,257.0000,0
276.10,6,0.0000,0,0,90.6346,9.3654,211.0000,0
276.10,7,0.0000,0,0,95.6429,4.3571,211.0000,0
276.10,8,98.5000,0,0,95.0000,5.0000,276.1000,0
276.10,9,0.0000,0,0,93.3314,6.6686,211.0000,0
277.10,0,0.0000,0,0,96.2625,3.7375,212.0000,0
277.10,1,37.0000,0,0,99.2181,0.7819,237.0000,0
277.10,2,0.0000,0,0,88.6991,11.3009,212.0000,0
277.10,3,80.5000,0,0,88.5062,11.4938,266.0000,0
277.10,4,0.0000,0,0,92.9794,7.0206,212.0000,0
277.10,5,68.5000,0,0,97.0714,2.9286,258.0000,0
277.10,6,0.0000,0,0,90.6346,9.3654,212.0000,0
277.10,7,0.0000,0,0,95.6429,4.3571,212.0000,0
277.10,8,98.5000,0,0,95.0000,5.0000,277.1000,0
277.10,9,0.0000,0,0,93.3314,6.6686,212.0000,0
278.10,0,0.0000,0,0,96.2625,3.7375,213.0000,0
278.10,1,37.0000,0,0,99.2181,0.7819,238.0000,0
278.10,2,0.0000,0,0,88.6991,11.3009,213.0000,0
278.10,3,80.5000,0,0,88.5062,11.4938,267.0000,0
278.10,4,0.0000,0,0,92.9794,7.0206,213.0000,0
278.10,5,68.5000,0,0,97.0714,2.9286,259.0000,0
278.10,6,0.0000,0,0,90.6346,9.3654,213.0000,0
278.10,7,0.0000,0,0,95.6429,4.3571,213.0000,0
278.10,8,98.5000,0,0,95.0000,5.0000,278.1000,0
278.10,9,0.0000,0,0,93.3314,6.6686,213.0000,0
279.10,0,0.0000,0,0,96.2625,3.7375,214.0000,0
279.10,1,37.0000,0,0,99.2181,0.7819,239.0000,0
279.10,2,0.0000,0,0,88.6991,11.3009,214.0000,0
279.10,3,80.5000,0,0,88.5062,11.4938,268.0000,0
279.10,4,0.0000,0,0,92.9794,7.0206,214.0000,0
279.10,5,68.5000,0,0,97.0714,2.9286,260.0000,0
279.10,6,0.0000,0,0,90.6346,9.3654,214.0000,0
279.10,7,0.0000,0,0,95.6429,4.3571,214.0000,0
279.10,8,98.5000,0,0,95.0000,5.0000,279.1000,0
279.10,9,0.0000,0,0,93.3314,6.6686,214.0000,0
280.10,0,0.0000,0,0,96.2625,3.7375,215.0000,0
280.10,1,37.0000,0,0,99.2181,0.7819,240.0000,0
280.10,2,0.0000,0,0,88.6991,11.3009,215.0000,0
280.10,3,80.5000,0,0,88.5062,11.4938,269.0000,0
280.10,4,0.0000,0,0,92.9794,7.0206,215.0000,0
280.10,5,68.5000,0,0,97.0714,2.9286,261.0000,0
280.10,6,0.0000,0,0,90.6346,9.3654,215.0000,0
280.10,7,0.0000,0,0,95.6429,4.3571,215.0000,0
280.10,8,98.5000,0,0,95.0000,5.0000,280.1000,0
280.10,9,0.0000,0,0,93.3314,6.6686,215.0000,0
281.10,0,0.0000,0,0,96.2625,3.7375,216.0000,0
281.10,1,37.0000,0,0,99.2181,0.7819,241.0000,0
281.10,2,0.0000,0,0,88.6991,11.3009,216.0000,0
281.10,3,80.5000,0,0,88.5062,11.4938,270.0000,0
281.10,4,0.0000,0,0,92.9794,7.0206,216.0000,0
281.10,5,68.5000,0,0,97.0714,2.9286,262.0000,0
281.10,6,0.0000,0,0,90.6346,9.3654,216.0000,0
281.10,7,0.0000,0,0,95.6429,4.3571,216.0000,0
281.10,8,98.5000,0,0,95.0000,5.0000,281.1000,0
281.10,9,0.0000,0,0,93.3314,6.6686,216.0000,0
282.10,0,0.0000,0,0,96.2625,3.7375,217.0000,0
282.10,1,37.0000,0,0,99.2181,0.7819,242.0000,0
282.10,2,0.0000,0,0,88.6991,11.3009,217.0000,0
282.10,3,80.5000,0,0,88.5062,11.4938,271.0000,0
282.10,4,0.0000,0,0,92.9794,7.0206,217.0000,0
282.10,5,68.5000,0,0,97.0714,2.9286,263.0000,0
282.10,6,0.0000,0,0,90.6346,9.3654,217.0000,0
282.10,7,0.0000,0,0,95.6429,4.3571,217.0000,0
282.10,8,98.5000,0,0,95.0000,5.0000,282.1000,0
282.10,9,0.0000,0,0,93.3314,6.6686,217.0000,0
283.10,0,0.0000,0,0,96.2625,3.7375,218.0000,0
283.10,1,37.0000,0,0,99.2181,0.7819,243.0000,0
283.10,2,0.0000,0,0,88.6991,11.3009,218.0000,0
283.10,3,80.5000,0,0,88.5062,11.4938,272.0000,0
283.10,4,0.0000,0,0,92.9794,7.0206,218.0000,0
283.10,5,68.5000,0,0,97.0714,2.9286,264.0000,0
283.10,6,0.0000,0,0,90.6346,9.3654,218.0000,0
283.10,7,0.0000,0,0,95.6429,4.3571,218.0000,0
283.10,8,98.5000,0,0,95.0000,5.0000,283.1000,0
283.10,9,0.0000,0,0,93.3314,6.6686,218.0000,0
284.10,0,0.0000,0,0,96.2625,3.7375,219.0000,0
284.10,1,37.0000,0,0,99.2181,0.7819,244.0000,0
284.10,2,0.0000,0,0,88.6991,11.3009,219.0000,0
284.10,3,80.5000,0,0,88.5062,11.4938,273.0000,0
284.10,4,0.0000,0,0,92.9794,7.0206,219.0000,0
284.10,5,68.5000,0,0,97.0714,2.9286,265.0000,0
284.10,6,0.0000,0,0,90.6346,9.3654,219.0000,0
284.10,7,0.0000,0,0,95.6429,4.3571,219.0000,0
284.10,8,98.5000,0,0,95.0000,5.0000,284.1000,0
284.10,9,0.0000,0,0,93.3314,6.6686,219.0000,0
285.10,0,0.0000,0,0,96.2625,3.7375,220.0000,0
285.10,1,37.0000,0,0,99.2181,0.7819,245.0000,0
285.10,2,0.0000,0,0,88.6991,11.3009,220.0000,0
285.10,3,80.5000,0,0,88.5062,11.4938,274.0000,0
285.10,4,0.0000,0,0,92.9794,7.0206,220.0000,0
285.10,5,68.5000,0,0,97.0714,2.9286,266.0000,0
285.10,6,0.0000,0,0,90.6346,9.3654,220.0000,0
285.10,7,0.0000,0,0,95.6429,4.3571,220.0000,0
285.10,8,98.5000,0,0,95.0000,5.0000,285.1000,0
285.10,9,0.0000,0,0,93.3314,6.6686,220.0000,0
